name,code,year,casset,cdebt,asset,rearnings,debt,sales,employee,capital,equity,netincome,income,stock_num,stock,roe,ebt,interest,facevalue
삼화전기(주),9470,Dec-12,82866514,90753002,143183963,7127644,104415638,181523689,606,6613820,38768325,1961352,2081387,6613820,3005,5.74,2083635,-3177321,1000
삼화전기(주),9470,Dec-13,76956399,81025246,133552347,4881866,96845583,186325805,628,6613820,36706763,-913891,2770955,6613820,5280,-3.8,-622361,-2323714,1000
삼화전기(주),9470,Dec-14,72153260,72782809,126583814,4528221,89871229,168587371,588,6613820,36712585,18999,1979151,6613820,4950,-0.38,85071,-1558898,1000
삼화전기(주),9470,Dec-15,77177443,76246756,128264278,-376543,93234578,171306517,534,6613820,35029700,-4750505,-3284956,6613820,5200,-19.3,-5001516,-1409853,1000
삼화전기(주),9470,Dec-16,80868044,78301950,129464174,406755,93782446,199587558,420,6613820,35681727,2135416,3751063,6613820,5550,3.52,2750647,-1372601,1000
삼화전기(주),9470,Dec-17,79074753,67581570,134101754,9093560,82969496,207039768,429,6613820,51132259,10093071,8578044,6613820,18300,30.16,8703862,-1205080,1000
삼화전기(주),9470,Dec-19,66977303,47332773,125230245,16071269,63914778,195087851,435,6613820,61315467,3569595,5108628,6613820,15400,7.03,4474302,-677659,1000
삼화전기(주),9470,Dec-18,70611927,54152909,128156723,14058962,69151075,204664225,463,6613820,59005648,7033567,7031160,6613820,21700,14.29,6538940,-864172,1000
삼화전자공업(주),11230,Dec-09,29591535,63984855,90453487,-7104051,73740970,41953322,148,5808900,16712517,-4063625,-3712020,5808900,2780,-28.87,-4052587,0,1000
삼화전자공업(주),11230,Dec-10,29136578,50247110,84321909,15432105,55368840,51554562,159,11617800,28953070,727854,-3805710,11617800,1620,3.51,727854,-3615597,1000
삼화전자공업(주),11230,Dec-11,29482256,59627841,86829870,5914637,65170014,51590675,169,11617800,21659855,-7748494,-5340704,11617800,1470,-30.62,-7748494,-2522247,1000
삼화전자공업(주),11230,Dec-12,20754070,55487823,69140332,-6890972,60693786,48299999,154,11617800,8446547,-12387811,-5556736,11617800,1360,-82.29,-12387811,-3033709,1000
삼화전자공업(주),11230,Dec-13,21258569,55351556,67956226,-8980399,61690258,44189549,141,11617800,6265968,-2533555,-596145,11617800,1580,-34.44,-2533555,-2002450,1000
삼화전자공업(주),11230,Dec-14,23787274,59025272,77076684,-12738474,67645487,43938395,136,11617800,9431197,-3758202,-2226095,11617800,1270,-47.88,-3758202,-2228189,1000
삼화전자공업(주),11230,Dec-15,19280925,51199443,69277588,-20619693,60932899,36070299,123,14273820,8344689,-8047732,-7425990,14273820,1800,-90.55,-8047732,-1978982,1000
삼화전자공업(주),11230,Dec-16,21095494,51388271,68227794,-20904166,60528100,38819906,123,14273820,7699694,-361732,-57440,14273820,2000,-4.51,-361732,-1757482,1000
삼화전자공업(주),11230,Dec-17,20636548,50725603,64321796,-24321887,60375541,44179995,116,4757940,3946255,-3154264,-1267471,4757940,5120,-54.17,-3154264,-1592139,1000
삼화전자공업(주),11230,Dec-18,17904348,32792472,64280396,-29132459,45022530,42084172,120,10457940,19257866,-4269993,-3185229,10457940,2245,-45.38,-4269993,-1034457,1000
삼화전자공업(주),11230,Dec-19,17029353,32674749,60400095,-31274323,44246179,41787723,116,10457940,16153915,-3221224,-220906,10457940,2585,-23.62,-3221224,-939405,1000
삼화전자공업(주),11230,Dec-20,13967883,28840097,55038202,-33357784,41201050,40116152,119,10457940,13837151,-2296598,-1256702,10457940,3935,-19.35,-2296598,-695645,1000
삼화콘덴서공업(주),1820,Dec-09,46894604,44712470,95435102,21061622,50708785,154691096,312,10395000,44726317,12217419,11243833,10395000,9220,31.41,10064668,0,1000
삼화콘덴서공업(주),1820,Dec-10,50433794,59577629,118143475,30104630,65888842,170700388,408,10395000,52254633,10989796,16010059,10395000,10700,22.63,13589743,-902330,1000
삼화콘덴서공업(주),1820,Dec-11,56857571,68938746,134135332,31364822,81371078,165480781,435,10395000,52764254,3290690,5883376,10395000,7050,5.96,3144436,-1071780,1000
삼화콘덴서공업(주),1820,Dec-12,59951218,63039432,130194292,32861944,75558618,169578215,355,10395000,54635674,2771547,6038088,10395000,6250,4.86,3064746,-1148701,1000
삼화콘덴서공업(주),1820,Dec-13,57252537,60001260,123843987,33693043,70039413,175766892,395,10395000,53804574,354682,4226728,10395000,5700,0.49,105603,-870758,1000
삼화콘덴서공업(주),1820,Dec-14,49889012,52471392,108844264,26045481,62854043,162122161,376,10395000,45990221,-6006797,-3841782,10395000,3720,-12.76,-5624054,-824240,1000
